fid	failed	selected	county	town	ward	lded	selectionprob	c12demvotes	c12repvotes	c12indvotes	c12othrvotes	c12voidvotes	c12blankvotes	c12demcand	c12repcand	c12indcand	c12othercand	treatment	p12demvotes	p12repvotes	p12convotes	p12wfpvotes	p12greenvotes	p12socvotes	p12lbnvotes	p12constvotes	p12othervotes	p12voidvotes	p12blankvotes	p12demcand	p12repcand	p12concand	p12wfpcand	p12greencand	p12soccand	p12lbncand	p12constcand	c10demvotes	c10repvotes	c10indvotes	c10convotes	c10wfpvotes	c10modervotes	c10othrvotes	c10voidvotes	c10blankvotes	c10demcand	c10repcand	c10indcand	c10concand	c10wfpcand	c10modercand	c10othercand	error08all	c08demvotes	c08repvotes	c08indvotes	c08convotes	c08wfpvotes	c08othrvotes	c08voidvotes	c08blankvotes	c08demcand	c08repcand	c08indcand	c08concand	c08wfpcand	c08othercand	p08demvotes	p08repvotes	p08indvotes	p08convotes	p08wfpvotes	p08swpvotes	p08pslvotes	p08greenvotes	p08lbnvotes	p08psl2votes	p08othervotes	p08scattervotes	p08voidvotes	p08blankvotes	p08demcand	p08repcand	p08indcand	p08concand	p08wfpcand	p08swpcand	p08pslcand	p08greencand	p08lbncand	p08psl2cand	p08othercand	c06demvotes	c06repvotes	c06indvotes	c06convotes	c06wfpvotes	c06lbnvotes	c06othrvotes	c06voidvotes	c06blankvotes	c06demcand	c06repcand	c06indcand	c06concand	c06wfpcand	c06lbncand	c06othercand	c04demvotes	c04repvotes	c04indvotes	c04convotes	c04othrvotes	c04voidvotes	c04blankvotes	c04demcand	c04repcand	c04indcand	c04concand	c04othercand	p04demvotes	p04repvotes	p04indvotes	p04convotes	p04wfpvotes	p04pjvotes	p04swpvotes	p04lbnvotes	p04othervotes	p04voidvotes	p04blankvotes	p04demcand	p04repcand	p04indcand	p04concand	p04wfpcand	p04pjcand	p04swpcand	p04lbncand	p04othercand
87	0	0	"CORTLAND"	"CORTLAND"	"8"	8.10000038146973	1.28999996185303	168	134	20	1	0	25	"Dan Lamb"	"Richard L. Hanna"	"Richard L. Hanna"	"None"	0	224	96	7	8	3	0	5	0	1	0	4	"Obama.Biden"	"Romney.Ryan"	"Romney.Ryan"	"Obama.Biden"	"Stein.Honkala"	"Lindsay.Osorio"	"Johnson.Gray"	"Goode.Clymer"	158	74	7	11	0	5	0	0	17	"Michael A. Arcuri"	"Richard L. Hanna"	"Richard L. Hanna"	"Richard L. Hanna"	"None"	"Michael A. Arcuri"	"None"	1	425	216	22	20	32	0	0	123	"Michael A. Arcuri"	"Richard L. Hanna"	"Richard L. Hanna"	"Richard L. Hanna"	"Michael A. Arcuri"	"CORTLAND"	484	254	33	12	29	0	0	2	1	13	0		0	10	"Obama.Biden"	"McCain.Palin"	"McCain.Palin"	"McCain.Palin"	"Obama.Biden"	"Calero.Kennedy"	"LaRiva.Puryear"	"McKinney.Clemente"	"Barr.Root"	"Nader.Gonzalez"	"Chuck.Baldwin"	187	82	10	12	11	2	0	0	17	"Michael A. Arcuri"	"Raymond A. Meier"	"Michael A. Arcuri"	"Raymond A. Meier"	"Michael A. Arcuri"	"Michael J. Sylvia III"	"None"	157	189	22	20	0	0	78	"Jeffrey A. Miller"	"Sherwood L. Boehlert"	"Sherwood L. Boehlert"	"David L. Walrath"	"None"	250	183	6	5	12	3	0	0	2	0	5	"Kerry.Edwards"	"Bush.Cheney"	"Nader.Pierce"	"Bush.Cheney"	"Kerry.Edwards"	"Nader.Camejo"	"Calero.Hawkins"	"Badnarik.Campagn"	"Cobb.Peroutka"
83	0	1	"CORTLAND"	"CORTLAND"	"8"	8.19999980926514	0.970000028610229	133	142	21	1	1	36	"Dan Lamb"	"Richard L. Hanna"	"Richard L. Hanna"	"None"	1	178	112	20	12	3	0	4	1	1	1	2	"Obama.Biden"	"Romney.Ryan"	"Romney.Ryan"	"Obama.Biden"	"Stein.Honkala"	"Lindsay.Osorio"	"Johnson.Gray"	"Goode.Clymer"	98	64	9	12	0	5	0	0	6	"Michael A. Arcuri"	"Richard L. Hanna"	"Richard L. Hanna"	"Richard L. Hanna"	"None"	"Michael A. Arcuri"	"None"	1	425	216	22	20	32	0	0	123	"Michael A. Arcuri"	"Richard L. Hanna"	"Richard L. Hanna"	"Richard L. Hanna"	"Michael A. Arcuri"	"CORTLAND"	484	254	33	12	29	0	0	2	1	13	0		0	10	"Obama.Biden"	"McCain.Palin"	"McCain.Palin"	"McCain.Palin"	"Obama.Biden"	"Calero.Kennedy"	"LaRiva.Puryear"	"McKinney.Clemente"	"Barr.Root"	"Nader.Gonzalez"	"Chuck.Baldwin"	141	84	11	12	10	8	0	0	24	"Michael A. Arcuri"	"Raymond A. Meier"	"Michael A. Arcuri"	"Raymond A. Meier"	"Michael A. Arcuri"	"Michael J. Sylvia III"	"None"	93	174	30	24	0	0	84	"Jeffrey A. Miller"	"Sherwood L. Boehlert"	"Sherwood L. Boehlert"	"David L. Walrath"	"None"	179	199	10	7	4	2	1	0	0	0	3	"Kerry.Edwards"	"Bush.Cheney"	"Nader.Pierce"	"Bush.Cheney"	"Kerry.Edwards"	"Nader.Camejo"	"Calero.Hawkins"	"Badnarik.Campagn"	"Cobb.Peroutka"
64	0	0	"CORTLAND"	"CORTLANDVILLE"	"N"	12.1000003814697	0.620000004768372	154	220	26	0	0	22	"Dan Lamb"	"Richard L. Hanna"	"Richard L. Hanna"	"None"	0	199	163	32	15	6	0	5	1	0	0	1	"Obama.Biden"	"Romney.Ryan"	"Romney.Ryan"	"Obama.Biden"	"Stein.Honkala"	"Lindsay.Osorio"	"Johnson.Gray"	"Goode.Clymer"	125	123	8	26	0	2	4	0	4	"Michael A. Arcuri"	"Richard L. Hanna"	"Richard L. Hanna"	"Richard L. Hanna"	"None"	"Michael A. Arcuri"	"None"	1	453	419	29	49	28	1	0	133	"Michael A. Arcuri"	"Richard L. Hanna"	"Richard L. Hanna"	"Richard L. Hanna"	"Michael A. Arcuri"	"CORTLANDVILLE"	519	464	33	42	25	1	0	2	3	11	1		0	11	"Obama.Biden"	"McCain.Palin"	"McCain.Palin"	"McCain.Palin"	"Obama.Biden"	"Calero.Kennedy"	"LaRiva.Puryear"	"McKinney.Clemente"	"Barr.Root"	"Nader.Gonzalez"	"Chuck.Baldwin"	136	134	8	23	13	3	0	0	19	"Michael A. Arcuri"	"Raymond A. Meier"	"Michael A. Arcuri"	"Raymond A. Meier"	"Michael A. Arcuri"	"Michael J. Sylvia III"	"None"	98	247	31	40	0	1	75	"Jeffrey A. Miller"	"Sherwood L. Boehlert"	"Sherwood L. Boehlert"	"David L. Walrath"	"None"	197	262	4	17	6	3	0	1	0	0	2	"Kerry.Edwards"	"Bush.Cheney"	"Nader.Pierce"	"Bush.Cheney"	"Kerry.Edwards"	"Nader.Camejo"	"Calero.Hawkins"	"Badnarik.Campagn"	"Cobb.Peroutka"
64	0	0	"CORTLAND"	"CORTLANDVILLE"	"N"	12.1999998092651	0.620000004768372	186	317	23	1	0	42	"Dan Lamb"	"Richard L. Hanna"	"Richard L. Hanna"	"None"	0	281	226	28	21	7	0	3	2	1	0	0	"Obama.Biden"	"Romney.Ryan"	"Romney.Ryan"	"Obama.Biden"	"Stein.Honkala"	"Lindsay.Osorio"	"Johnson.Gray"	"Goode.Clymer"	161	211	12	27	0	7	0	0	13	"Michael A. Arcuri"	"Richard L. Hanna"	"Richard L. Hanna"	"Richard L. Hanna"	"None"	"Michael A. Arcuri"	"None"	1	453	419	29	49	28	1	0	133	"Michael A. Arcuri"	"Richard L. Hanna"	"Richard L. Hanna"	"Richard L. Hanna"	"Michael A. Arcuri"	"CORTLANDVILLE"	519	464	33	42	25	1	0	2	3	11	1		0	11	"Obama.Biden"	"McCain.Palin"	"McCain.Palin"	"McCain.Palin"	"Obama.Biden"	"Calero.Kennedy"	"LaRiva.Puryear"	"McKinney.Clemente"	"Barr.Root"	"Nader.Gonzalez"	"Chuck.Baldwin"	210	175	16	17	13	7	0	0	33	"Michael A. Arcuri"	"Raymond A. Meier"	"Michael A. Arcuri"	"Raymond A. Meier"	"Michael A. Arcuri"	"Michael J. Sylvia III"	"None"	148	333	31	42	0	0	108	"Jeffrey A. Miller"	"Sherwood L. Boehlert"	"Sherwood L. Boehlert"	"David L. Walrath"	"None"	262	359	9	22	5	3	0	0	0	0	2	"Kerry.Edwards"	"Bush.Cheney"	"Nader.Pierce"	"Bush.Cheney"	"Kerry.Edwards"	"Nader.Camejo"	"Calero.Hawkins"	"Badnarik.Campagn"	"Cobb.Peroutka"
56	0	0	"CORTLAND"	"CORTLANDVILLE"	"N"	13.3000001907349	1.07000005245209	283	393	19	3	1	48	"Dan Lamb"	"Richard L. Hanna"	"Richard L. Hanna"	"None"	0	406	289	24	15	4	0	6	0	3	0	0	"Obama.Biden"	"Romney.Ryan"	"Romney.Ryan"	"Obama.Biden"	"Stein.Honkala"	"Lindsay.Osorio"	"Johnson.Gray"	"Goode.Clymer"	239	252	15	17	0	8	0	0	20	"Michael A. Arcuri"	"Richard L. Hanna"	"Richard L. Hanna"	"Richard L. Hanna"	"None"	"Michael A. Arcuri"	"None"	1	651	414	29	18	28	0	0	135	"Michael A. Arcuri"	"Richard L. Hanna"	"Richard L. Hanna"	"Richard L. Hanna"	"Michael A. Arcuri"	"CORTLANDVILLE"	689	492	27	15	24	1	0	2	4	9	4		0	8	"Obama.Biden"	"McCain.Palin"	"McCain.Palin"	"McCain.Palin"	"Obama.Biden"	"Calero.Kennedy"	"LaRiva.Puryear"	"McKinney.Clemente"	"Barr.Root"	"Nader.Gonzalez"	"Chuck.Baldwin"	292	257	22	16	22	3	0	0	29	"Michael A. Arcuri"	"Raymond A. Meier"	"Michael A. Arcuri"	"Raymond A. Meier"	"Michael A. Arcuri"	"Michael J. Sylvia III"	"None"	222	404	45	49	0	1	129	"Jeffrey A. Miller"	"Sherwood L. Boehlert"	"Sherwood L. Boehlert"	"David L. Walrath"	"None"	372	438	14	11	6	1	1	1	0	1	5	"Kerry.Edwards"	"Bush.Cheney"	"Nader.Pierce"	"Bush.Cheney"	"Kerry.Edwards"	"Nader.Camejo"	"Calero.Hawkins"	"Badnarik.Campagn"	"Cobb.Peroutka"
56	0	0	"CORTLAND"	"CORTLANDVILLE"	"N"	13.3999996185303	1.07000005245209	163	161	11	0	0	30	"Dan Lamb"	"Richard L. Hanna"	"Richard L. Hanna"	"None"	0	210	126	11	11	0	1	3	0	1	0	2	"Obama.Biden"	"Romney.Ryan"	"Romney.Ryan"	"Obama.Biden"	"Stein.Honkala"	"Lindsay.Osorio"	"Johnson.Gray"	"Goode.Clymer"	125	107	10	11	0	3	1	0	11	"Michael A. Arcuri"	"Richard L. Hanna"	"Richard L. Hanna"	"Richard L. Hanna"	"None"	"Michael A. Arcuri"	"None"	1	651	414	29	18	28	0	0	135	"Michael A. Arcuri"	"Richard L. Hanna"	"Richard L. Hanna"	"Richard L. Hanna"	"Michael A. Arcuri"	"CORTLANDVILLE"	689	492	27	15	24	1	0	2	4	9	4		0	8	"Obama.Biden"	"McCain.Palin"	"McCain.Palin"	"McCain.Palin"	"Obama.Biden"	"Calero.Kennedy"	"LaRiva.Puryear"	"McKinney.Clemente"	"Barr.Root"	"Nader.Gonzalez"	"Chuck.Baldwin"	173	110	8	12	13	6	0	0	14	"Michael A. Arcuri"	"Raymond A. Meier"	"Michael A. Arcuri"	"Raymond A. Meier"	"Michael A. Arcuri"	"Michael J. Sylvia III"	"None"	143	219	28	16	0	0	78	"Jeffrey A. Miller"	"Sherwood L. Boehlert"	"Sherwood L. Boehlert"	"David L. Walrath"	"None"	256	202	8	7	6	0	0	0	0	0	5	"Kerry.Edwards"	"Bush.Cheney"	"Nader.Pierce"	"Bush.Cheney"	"Kerry.Edwards"	"Nader.Camejo"	"Calero.Hawkins"	"Badnarik.Campagn"	"Cobb.Peroutka"
59	0	0	"CORTLAND"	"CORTLANDVILLE"	"N"	14.5	0.400000005960464	130	161	9	2	0	10	"Dan Lamb"	"Richard L. Hanna"	"Richard L. Hanna"	"None"	0	145	148	10	4	2	0	1	0	0	0	2	"Obama.Biden"	"Romney.Ryan"	"Romney.Ryan"	"Obama.Biden"	"Stein.Honkala"	"Lindsay.Osorio"	"Johnson.Gray"	"Goode.Clymer"	105	115	6	20	0	4	0	0	6	"Michael A. Arcuri"	"Richard L. Hanna"	"Richard L. Hanna"	"Richard L. Hanna"	"None"	"Michael A. Arcuri"	"None"	0	139	138	9	13	12	0	0	36	"Michael A. Arcuri"	"Richard L. Hanna"	"Richard L. Hanna"	"Richard L. Hanna"	"Michael A. Arcuri"	"CORTLANDVILLE"	154	160	7	10	7	0	0	2	1	2	0		0	4	"Obama.Biden"	"McCain.Palin"	"McCain.Palin"	"McCain.Palin"	"Obama.Biden"	"Calero.Kennedy"	"LaRiva.Puryear"	"McKinney.Clemente"	"Barr.Root"	"Nader.Gonzalez"	"Chuck.Baldwin"	133	118	6	10	9	3	0	0	11	"Michael A. Arcuri"	"Raymond A. Meier"	"Michael A. Arcuri"	"Raymond A. Meier"	"Michael A. Arcuri"	"Michael J. Sylvia III"	"None"	100	182	16	17	0	0	63	"Jeffrey A. Miller"	"Sherwood L. Boehlert"	"Sherwood L. Boehlert"	"David L. Walrath"	"None"	170	188	3	10	6	0	0	0	0	0	1	"Kerry.Edwards"	"Bush.Cheney"	"Nader.Pierce"	"Bush.Cheney"	"Kerry.Edwards"	"Nader.Camejo"	"Calero.Hawkins"	"Badnarik.Campagn"	"Cobb.Peroutka"
66	0	0	"CORTLAND"	"CORTLANDVILLE"	"N"	14.6000003814697	0.930000007152557	435	698	38	1	0	108	"Dan Lamb"	"Richard L. Hanna"	"Richard L. Hanna"	"None"	0	599	575	50	27	7	0	12	1	3	0	6	"Obama.Biden"	"Romney.Ryan"	"Romney.Ryan"	"Obama.Biden"	"Stein.Honkala"	"Lindsay.Osorio"	"Johnson.Gray"	"Goode.Clymer"	431	451	23	42	0	23	0	0	25	"Michael A. Arcuri"	"Richard L. Hanna"	"Richard L. Hanna"	"Richard L. Hanna"	"None"	"Michael A. Arcuri"	"None"	0	605	488	37	27	34	0	2	137	"Michael A. Arcuri"	"Richard L. Hanna"	"Richard L. Hanna"	"Richard L. Hanna"	"Michael A. Arcuri"	"CORTLANDVILLE"	667	547	34	28	29	0	0	1	1	10	0		2	11	"Obama.Biden"	"McCain.Palin"	"McCain.Palin"	"McCain.Palin"	"Obama.Biden"	"Calero.Kennedy"	"LaRiva.Puryear"	"McKinney.Clemente"	"Barr.Root"	"Nader.Gonzalez"	"Chuck.Baldwin"	452	398	28	38	30	6	0	0	24	"Michael A. Arcuri"	"Raymond A. Meier"	"Michael A. Arcuri"	"Raymond A. Meier"	"Michael A. Arcuri"	"Michael J. Sylvia III"	"None"	346	674	60	74	0	0	156	"Jeffrey A. Miller"	"Sherwood L. Boehlert"	"Sherwood L. Boehlert"	"David L. Walrath"	"None"	557	702	12	26	9	1	0	0	0	0	3	"Kerry.Edwards"	"Bush.Cheney"	"Nader.Pierce"	"Bush.Cheney"	"Kerry.Edwards"	"Nader.Camejo"	"Calero.Hawkins"	"Badnarik.Campagn"	"Cobb.Peroutka"
62	0	0	"CORTLAND"	"CUYLER"	"N"	16.1000003814697	1.0	121	203	30	1	1	33	"Dan Lamb"	"Richard L. Hanna"	"Richard L. Hanna"	"None"	0	156	177	25	13	8	0	2	0	4	1	3	"Obama.Biden"	"Romney.Ryan"	"Romney.Ryan"	"Obama.Biden"	"Stein.Honkala"	"Lindsay.Osorio"	"Johnson.Gray"	"Goode.Clymer"	109	120	13	28	0	11	0	0	14	"Michael A. Arcuri"	"Richard L. Hanna"	"Richard L. Hanna"	"Richard L. Hanna"	"None"	"Michael A. Arcuri"	"None"	0	159	185	12	11	18	0	0	71	"Michael A. Arcuri"	"Richard L. Hanna"	"Richard L. Hanna"	"Richard L. Hanna"	"Michael A. Arcuri"	"CUYLER"	190	207	20	14	11	0	0	0	4	6	0		0	4	"Obama.Biden"	"McCain.Palin"	"McCain.Palin"	"McCain.Palin"	"Obama.Biden"	"Calero.Kennedy"	"LaRiva.Puryear"	"McKinney.Clemente"	"Barr.Root"	"Nader.Gonzalez"	"Chuck.Baldwin"	127	133	14	18	10	2	0	0	18	"Michael A. Arcuri"	"Raymond A. Meier"	"Michael A. Arcuri"	"Raymond A. Meier"	"Michael A. Arcuri"	"Michael J. Sylvia III"	"None"	136	247	17	14	0	0	63	"Jeffrey A. Miller"	"Sherwood L. Boehlert"	"Sherwood L. Boehlert"	"David L. Walrath"	"None"	193	253	8	11	9	1	0	1	1	0	0	"Kerry.Edwards"	"Bush.Cheney"	"Nader.Pierce"	"Bush.Cheney"	"Kerry.Edwards"	"Nader.Camejo"	"Calero.Hawkins"	"Badnarik.Campagn"	"Cobb.Peroutka"
57	0	1	"CORTLAND"	"FREETOWN"	"N"	17.1000003814697	1.36000001430511	73	173	10	1	0	21	"Dan Lamb"	"Richard L. Hanna"	"Richard L. Hanna"	"None"	1	118	133	7	8	5	0	5	0	0	0	2	"Obama.Biden"	"Romney.Ryan"	"Romney.Ryan"	"Obama.Biden"	"Stein.Honkala"	"Lindsay.Osorio"	"Johnson.Gray"	"Goode.Clymer"	64	118	9	12	0	10	0	0	7	"Michael A. Arcuri"	"Richard L. Hanna"	"Richard L. Hanna"	"Richard L. Hanna"	"None"	"Michael A. Arcuri"	"None"	0	125	137	8	9	8	0	0	37	"Michael A. Arcuri"	"Richard L. Hanna"	"Richard L. Hanna"	"Richard L. Hanna"	"Michael A. Arcuri"	"FREETOWN"	123	153	12	11	8	0	1	1	2	7	0		0	6	"Obama.Biden"	"McCain.Palin"	"McCain.Palin"	"McCain.Palin"	"Obama.Biden"	"Calero.Kennedy"	"LaRiva.Puryear"	"McKinney.Clemente"	"Barr.Root"	"Nader.Gonzalez"	"Chuck.Baldwin"	91	106	3	9	6	2	0	0	1	"Michael A. Arcuri"	"Raymond A. Meier"	"Michael A. Arcuri"	"Raymond A. Meier"	"Michael A. Arcuri"	"Michael J. Sylvia III"	"None"	101	171	14	11	0	0	45	"Jeffrey A. Miller"	"Sherwood L. Boehlert"	"Sherwood L. Boehlert"	"David L. Walrath"	"None"	128	188	4	7	5	1	2	0	0	0	7	"Kerry.Edwards"	"Bush.Cheney"	"Nader.Pierce"	"Bush.Cheney"	"Kerry.Edwards"	"Nader.Camejo"	"Calero.Hawkins"	"Badnarik.Campagn"	"Cobb.Peroutka"
70	1	1	"CORTLAND"	"HARFORD"	"N"	19.1000003814697	1.79999995231628	108	227	13	1	0	25	"Dan Lamb"	"Richard L. Hanna"	"Richard L. Hanna"	"None"	1	128	216	12	10	2	0	4	0	1	0	1	"Obama.Biden"	"Romney.Ryan"	"Romney.Ryan"	"Obama.Biden"	"Stein.Honkala"	"Lindsay.Osorio"	"Johnson.Gray"	"Goode.Clymer"	89	148	6	16	0	6	0	0	8	"Michael A. Arcuri"	"Richard L. Hanna"	"Richard L. Hanna"	"Richard L. Hanna"	"None"	"Michael A. Arcuri"	"None"	0	138	179	18	10	13	0	0	57	"Michael A. Arcuri"	"Richard L. Hanna"	"Richard L. Hanna"	"Richard L. Hanna"	"Michael A. Arcuri"	"HARFORD"	168	206	17	9	8	0	1	0	1	3	0		0	2	"Obama.Biden"	"McCain.Palin"	"McCain.Palin"	"McCain.Palin"	"Obama.Biden"	"Calero.Kennedy"	"LaRiva.Puryear"	"McKinney.Clemente"	"Barr.Root"	"Nader.Gonzalez"	"Chuck.Baldwin"	108	159	5	13	15	3	0	0	19	"Michael A. Arcuri"	"Raymond A. Meier"	"Michael A. Arcuri"	"Raymond A. Meier"	"Michael A. Arcuri"	"Michael J. Sylvia III"	"None"	102	195	20	20	0	0	74	"Jeffrey A. Miller"	"Sherwood L. Boehlert"	"Sherwood L. Boehlert"	"David L. Walrath"	"None"	160	225	10	10	4	0	0	0	0	0	2	"Kerry.Edwards"	"Bush.Cheney"	"Nader.Pierce"	"Bush.Cheney"	"Kerry.Edwards"	"Nader.Camejo"	"Calero.Hawkins"	"Badnarik.Campagn"	"Cobb.Peroutka"
52	0	0	"CORTLAND"	"HOMER"	"N"	10.3000001907349	1.21000003814697	235	447	37	2	2	34	"Dan Lamb"	"Richard L. Hanna"	"Richard L. Hanna"	"None"	0	337	339	40	19	7	0	9	0	2	0	4	"Obama.Biden"	"Romney.Ryan"	"Romney.Ryan"	"Obama.Biden"	"Stein.Honkala"	"Lindsay.Osorio"	"Johnson.Gray"	"Goode.Clymer"	198	280	14	41	0	8	0	0	15	"Michael A. Arcuri"	"Richard L. Hanna"	"Richard L. Hanna"	"Richard L. Hanna"	"None"	"Michael A. Arcuri"	"None"	1	537	472	37	42	38	0	0	135	"Michael A. Arcuri"	"Richard L. Hanna"	"Richard L. Hanna"	"Richard L. Hanna"	"Michael A. Arcuri"	"HOMER"	592	545	41	43	17	0	0	1	2	11	1		1	7	"Obama.Biden"	"McCain.Palin"	"McCain.Palin"	"McCain.Palin"	"Obama.Biden"	"Calero.Kennedy"	"LaRiva.Puryear"	"McKinney.Clemente"	"Barr.Root"	"Nader.Gonzalez"	"Chuck.Baldwin"	247	214	15	35	10	4	0	0	25	"Michael A. Arcuri"	"Raymond A. Meier"	"Michael A. Arcuri"	"Raymond A. Meier"	"Michael A. Arcuri"	"Michael J. Sylvia III"	"None"	173	422	48	53	0	0	101	"Jeffrey A. Miller"	"Sherwood L. Boehlert"	"Sherwood L. Boehlert"	"David L. Walrath"	"None"	315	438	11	23	4	3	0	1	0	0	2	"Kerry.Edwards"	"Bush.Cheney"	"Nader.Pierce"	"Bush.Cheney"	"Kerry.Edwards"	"Nader.Camejo"	"Calero.Hawkins"	"Badnarik.Campagn"	"Cobb.Peroutka"
52	0	0	"CORTLAND"	"HOMER"	"N"	10.3999996185303	1.21000003814697	134	248	23	0	0	38	"Dan Lamb"	"Richard L. Hanna"	"Richard L. Hanna"	"None"	0	192	200	22	13	2	0	5	2	4	0	3	"Obama.Biden"	"Romney.Ryan"	"Romney.Ryan"	"Obama.Biden"	"Stein.Honkala"	"Lindsay.Osorio"	"Johnson.Gray"	"Goode.Clymer"	118	146	10	19	0	7	1	0	10	"Michael A. Arcuri"	"Richard L. Hanna"	"Richard L. Hanna"	"Richard L. Hanna"	"None"	"Michael A. Arcuri"	"None"	1	537	472	37	42	38	0	0	135	"Michael A. Arcuri"	"Richard L. Hanna"	"Richard L. Hanna"	"Richard L. Hanna"	"Michael A. Arcuri"	"HOMER"	592	545	41	43	17	0	0	1	2	11	1		1	7	"Obama.Biden"	"McCain.Palin"	"McCain.Palin"	"McCain.Palin"	"Obama.Biden"	"Calero.Kennedy"	"LaRiva.Puryear"	"McKinney.Clemente"	"Barr.Root"	"Nader.Gonzalez"	"Chuck.Baldwin"	151	161	11	13	11	5	0	0	14	"Michael A. Arcuri"	"Raymond A. Meier"	"Michael A. Arcuri"	"Raymond A. Meier"	"Michael A. Arcuri"	"Michael J. Sylvia III"	"None"	106	234	27	28	0	0	70	"Jeffrey A. Miller"	"Sherwood L. Boehlert"	"Sherwood L. Boehlert"	"David L. Walrath"	"None"	185	240	11	12	10	2	2	1	0	0	2	"Kerry.Edwards"	"Bush.Cheney"	"Nader.Pierce"	"Bush.Cheney"	"Kerry.Edwards"	"Nader.Camejo"	"Calero.Hawkins"	"Badnarik.Campagn"	"Cobb.Peroutka"
76	0	1	"CORTLAND"	"HOMER"	"N"	11.5	1.30999994277954	255	360	31	2	1	30	"Dan Lamb"	"Richard L. Hanna"	"Richard L. Hanna"	"None"	1	360	264	22	13	4	0	8	1	2	1	4	"Obama.Biden"	"Romney.Ryan"	"Romney.Ryan"	"Obama.Biden"	"Stein.Honkala"	"Lindsay.Osorio"	"Johnson.Gray"	"Goode.Clymer"	233	227	10	29	0	14	1	0	15	"Michael A. Arcuri"	"Richard L. Hanna"	"Richard L. Hanna"	"Richard L. Hanna"	"None"	"Michael A. Arcuri"	"None"	1	525	381	26	23	24	0	0	96	"Michael A. Arcuri"	"Richard L. Hanna"	"Richard L. Hanna"	"Richard L. Hanna"	"Michael A. Arcuri"	"HOMER"	564	415	26	22	18	0	0	1	2	17	3		0	7	"Obama.Biden"	"McCain.Palin"	"McCain.Palin"	"McCain.Palin"	"Obama.Biden"	"Calero.Kennedy"	"LaRiva.Puryear"	"McKinney.Clemente"	"Barr.Root"	"Nader.Gonzalez"	"Chuck.Baldwin"	269	221	15	20	15	5	0	0	14	"Michael A. Arcuri"	"Raymond A. Meier"	"Michael A. Arcuri"	"Raymond A. Meier"	"Michael A. Arcuri"	"Michael J. Sylvia III"	"None"	255	358	39	42	0	0	74	"Jeffrey A. Miller"	"Sherwood L. Boehlert"	"Sherwood L. Boehlert"	"David L. Walrath"	"None"	353	372	11	15	10	0	0	1	2	0	4	"Kerry.Edwards"	"Bush.Cheney"	"Nader.Pierce"	"Bush.Cheney"	"Kerry.Edwards"	"Nader.Camejo"	"Calero.Hawkins"	"Badnarik.Campagn"	"Cobb.Peroutka"
58	0	0	"CORTLAND"	"HOMER"	"N"	11.6000003814697	1.22000002861023	113	130	18	0	0	9	"Dan Lamb"	"Richard L. Hanna"	"Richard L. Hanna"	"None"	0	147	91	14	11	3	0	2	1	1	0	0	"Obama.Biden"	"Romney.Ryan"	"Romney.Ryan"	"Obama.Biden"	"Stein.Honkala"	"Lindsay.Osorio"	"Johnson.Gray"	"Goode.Clymer"	99	91	5	18	0	5	0	0	2	"Michael A. Arcuri"	"Richard L. Hanna"	"Richard L. Hanna"	"Richard L. Hanna"	"None"	"Michael A. Arcuri"	"None"	1	525	381	26	23	24	0	0	96	"Michael A. Arcuri"	"Richard L. Hanna"	"Richard L. Hanna"	"Richard L. Hanna"	"Michael A. Arcuri"	"HOMER"	564	415	26	22	18	0	0	1	2	17	3		0	7	"Obama.Biden"	"McCain.Palin"	"McCain.Palin"	"McCain.Palin"	"Obama.Biden"	"Calero.Kennedy"	"LaRiva.Puryear"	"McKinney.Clemente"	"Barr.Root"	"Nader.Gonzalez"	"Chuck.Baldwin"	104	78	7	9	12	2	0	0	13	"Michael A. Arcuri"	"Raymond A. Meier"	"Michael A. Arcuri"	"Raymond A. Meier"	"Michael A. Arcuri"	"Michael J. Sylvia III"	"None"	105	142	16	10	0	1	43	"Jeffrey A. Miller"	"Sherwood L. Boehlert"	"Sherwood L. Boehlert"	"David L. Walrath"	"None"	158	145	4	6	3	0	1	0	0	0	0	"Kerry.Edwards"	"Bush.Cheney"	"Nader.Pierce"	"Bush.Cheney"	"Kerry.Edwards"	"Nader.Camejo"	"Calero.Hawkins"	"Badnarik.Campagn"	"Cobb.Peroutka"
