Region,Chamber,Session/Congress,Bill Type,Number,Title,Current Status,Current Status Date,Date Introduced,Sponsor(s),Cosponsors,Primary Party,Quorum Profile URL,Bill Text URL,Word Count,Official Description,Organization Description,Stance
Michigan,Senate,2011-2012 Regular Session,Senate Simple Resolution,68,S.R. 68 (2011-2012 Regular Session): Of Tribute Offered to Honor Monica Martinez Upon the Completion of Her Term on the Michigan Public Service Commission,Agreed To (Simple Resolution),6/28/2011,6/29/2011,MI Sen. Mike Nofs (R-MI19),"John Pappageorge, MI Sen. Coleman Young (D-MI1), MI Sen. Darwin Booher (R-MI35), Roger Kahn, Tupac Hunter, MI Sen. Rick Jones (R-MI24), MI Sen. Mike Green (R-MI31), MI Sen. Steven Bieda (D-MI9), Howard Walker, MI Sen. Judy Emmons (R-MI33), MI Sen. Joe Hune (R-MI22), MI Sen. David Robertson (R-MI14), MI Sen. Jim Marleau (R-MI12), MI Sen. Tonya Schuitmaker (R-MI26), John Moolenaar, MI Sen. Rebekah Warren (D-MI18), Bruce Caswell, MI Sen. Morris Hood (D-MI3), MI Sen. Hoon-Yung Hopgood (D-MI6), MI Sen. Tom Casperson (R-MI38), MI Sen. Patrick Colbeck (R-MI7), MI Sen. Goeff Hansen (R-MI34), MI Sen. Virgil Smith (D-MI4), MI Sen. Tory Rocca (R-MI10), Glenn Anderson, MI Leader Arlan Meekhof (R-MI30), Gretchen Whitmer, Randy Richardville, MI Sen. John Proos (R-MI21), MI Sen. Phil Pavlov (R-MI25), MI Sen. Vincent Gregory (D-MI11), MI Sen. Dave Hildenbrand (R-MI29), John Gleason, MI Sen. Jack Brandenburg (R-MI8), Mark Jansen, MI Sen. Bert Johnson (D-MI2)",Republican,https://www.quorum.us/bill/1628095/,http://www.legislature.mi.gov/documents/2011-2012/resolutionintroduced/Senate/htm/2011-SIR-0068.htm,294,,,
Michigan,House,2011-2012 Regular Session,House Bill,4825,H.B. 4825 (2011-2012 Regular Session): Trade; Hazardous Substances; Addition of Bittering Agent to Antifreeze; Require. Creates New Act,Referred to Committee,6/28/2011,6/29/2011,Mark Meadows,"Rashida Tlaib, Former MI Rep. Brandon Dillon (D-MI75)",Democrat,https://www.quorum.us/bill/1627812/,http://www.legislature.mi.gov/documents/2011-2012/billintroduced/House/htm/2011-HIB-4825.htm,536,,,
Michigan,House,2011-2012 Regular Session,House Bill,4829,"H.B. 4829 (2011-2012 Regular Session): Elections; Canvassing; Reference in General Law Village Act to Board of Village Canvassers and Board of Township Canvassers; Revise to Board of County Canvassers. Amends Sec. 18a, Ch. Xiv of 1895 Pa 3 (Mcl 74.18a).  Tie Bar With: Hb 4831'11",Referred to Committee,6/28/2011,6/29/2011,MI Rep. Bradford Jacobsen (R-MI46),"Lesia Liss, Lisa Brown, MI Rep. Harvey Santana (D-MI9), Bill Rogers, MI Rep. Joel Johnson (R-MI97)",Republican,https://www.quorum.us/bill/1627817/,http://www.legislature.mi.gov/documents/2011-2012/billintroduced/House/htm/2011-HIB-4829.htm,582,,,
Michigan,House,2011-2012 Regular Session,House Bill,4830,"H.B. 4830 (2011-2012 Regular Session): Elections; Canvassing; Reference in Community College Act of 1966 to Board of City or Township Canvassers; Eliminate. Amends Secs. 21, 37 & 57 of 1966 Pa 331 (Mcl 389.21 Et. Seq.).  Tie Bar With: Hb 4831'11",Referred to Committee,6/28/2011,6/29/2011,Lisa Brown,"Bill Rogers, MI Rep. Joel Johnson (R-MI97), MI Rep. Bradford Jacobsen (R-MI46), MI Rep. Harvey Santana (D-MI9), Lesia Liss",Democrat,https://www.quorum.us/bill/1627822/,http://www.legislature.mi.gov/documents/2011-2012/billintroduced/House/htm/2011-HIB-4830.htm,633,,,
Michigan,House,2011-2012 Regular Session,House Bill,4831,"H.B. 4831 (2011-2012 Regular Session): Elections; Canvassing; Elimination of Local Boards of Canvassers and Amendment of Process to Balance Precinct Results; Provide For. Amends Secs. 24a, 30g, 307, 308, 323, 347, 355, 360, 426c, 426f, 426l, 792, 806, 809, 822, 823, 826, 866, 867 & 868 of 1954 Pa 116 (Mcl 168.24a Et Seq.) & Repeals Secs. 30a - 30e of 1954 Pa 116 (Mcl 168.30a Et Seq.).  Tie Bar With: Hb 4829'11, Hb 4830'11",Referred to Committee,6/28/2011,6/29/2011,Bill Rogers,"MI Rep. Joel Johnson (R-MI97), Lesia Liss, MI Rep. Harvey Santana (D-MI9), Lisa Brown, MI Rep. Bradford Jacobsen (R-MI46)",Republican,https://www.quorum.us/bill/1627826/,http://www.legislature.mi.gov/documents/2011-2012/billintroduced/House/htm/2011-HIB-4831.htm,4756,,,
Michigan,House,2011-2012 Regular Session,House Bill,4832,"H.B. 4832 (2011-2012 Regular Session): Occupations; Individual Licensing and Regulation; Persons Eligible to Buy Salvage Vehicles; Revise. Amend Secs. 17a, 57d, 217c, 248, 248c, 248f, 249a, 251 & 807 of 1949 Pa 300 (Mcl 257.17a Et Seq.) & Repeals Secs. 56c, 248b, 248e, 248g, 248h & 248i of 1949 Pa 300 (Mcl 257.56c Et Seq.).  Tie Bar With: Hb 4833'11",Referred to Committee,6/28/2011,6/29/2011,MI Rep. Paul Muxlow (R-MI83),"MI Rep. Nancy Jenkins (R-MI57), MI Rep. Tom Hooker (R-MI77), MI Sen. Marty Knollenberg (R-MI13), Cindy Denby, MI Rep. Ken Goike (R-MI33), Deb Lynn Shaughnessy, Kurt Damrow, MI Rep. Rick Outman (R-MI70)",Republican,https://www.quorum.us/bill/1627847/,http://www.legislature.mi.gov/documents/2011-2012/billintroduced/House/htm/2011-HIB-4832.htm,9034,,,
Michigan,House,2011-2012 Regular Session,House Bill,4833,H.B. 4833 (2011-2012 Regular Session): Occupations; Junk and Secondhand Dealers; Reference to Salvage Vehicle Agent; Eliminate. Amends Sec. 3 of 1917 Pa 350 (Mcl 445.403).  Tie Bar With: Hb 4832'11,Referred to Committee,6/28/2011,6/29/2011,MI Rep. Paul Muxlow (R-MI83),"Deb Lynn Shaughnessy, Kurt Damrow, MI Rep. Rick Outman (R-MI70), MI Rep. Nancy Jenkins (R-MI57), MI Rep. Tom Hooker (R-MI77), MI Sen. Marty Knollenberg (R-MI13), Cindy Denby, MI Rep. Ken Goike (R-MI33)",Republican,https://www.quorum.us/bill/1627890/,http://www.legislature.mi.gov/documents/2011-2012/billintroduced/House/htm/2011-HIB-4833.htm,410,,,
Michigan,Senate,2011-2012 Regular Session,Senate Bill,159,S.B. 159 (2011-2012 Regular Session): Criminal Procedure; Expunction; Eligibility Requirements for Setting Aside Convictions; Revise. Amends Sec. 1 of 1965 Pa 213 (Mcl 780.621),Signed by the Governor,6/28/2011,4/7/2011,MI Sen. Rick Jones (R-MI24),,Republican,https://www.quorum.us/bill/1627899/,http://www.legislature.mi.gov/documents/2011-2012/billengrossed/Senate/htm/2011-SEBS-0159.htm,1012,,,
Michigan,House,2011-2012 Regular Session,House Bill,4150,H.B. 4150 (2011-2012 Regular Session): Property Tax; Payment and Collection; Interest Rate on Uncollected Taxes Returned to County for Collection; Provide Option to Adjust Interest Rate. Amends Sec. 87b of 1893 Pa 206 (Mcl 211.87b),Referred to Committee after Passing First Chamber,6/28/2011,4/7/2011,Bill Rogers,"Tom McMillin, MI Rep. Holly Hughes (R-MI91), Cindy Denby",Republican,https://www.quorum.us/bill/1627920/,http://www.legislature.mi.gov/documents/2011-2012/billintroduced/House/htm/2011-HIB-4150.htm,858,,,
Michigan,House,2011-2012 Regular Session,House Bill,4572,H.B. 4572 (2011-2012 Regular Session): Public Employees and Officers; Compensation and Benefits; Cap on Public Employer Contributions to Health Insurance; Create. Creates New Act,Referred to Committee after Passing First Chamber,6/28/2011,4/22/2011,MI Rep. Joel Johnson (R-MI97),"Tom McMillin, MI Rep. Kathy Crawford (R-MI38), MI Rep. Amanda Price (R-MI89), Kurt Damrow, MI Rep. Jeff Farrington (R-MI30), MI Speaker Kevin Cotter (R-MI99), Greg MacMaster, MI Rep. Rick Outman (R-MI70), Frank Foster, Bill Rogers, MI Sen. Peter MacGregor (R-MI28), MI Rep. Kurt Heise (R-MI20), MI Rep. Nancy Jenkins (R-MI57), MI Rep. Paul Muxlow (R-MI83), Pete Lund, MI Sen. Marty Knollenberg (R-MI13)",Republican,https://www.quorum.us/bill/1627935/,http://www.legislature.mi.gov/documents/2011-2012/billintroduced/House/htm/2011-HIB-4572.htm,328,,,
Michigan,House,2011-2012 Regular Session,House Bill,4777,H.B. 4777 (2011-2012 Regular Session): Labor; Collective Bargaining; The Decision to Consolidate Services With Other Public Employers; Exempt From Collective Bargaining Requirements. Amends Sec. 15 of 1947 Pa 336 (Mcl 423.215),Reported by Committee,6/23/2011,6/17/2011,Paul Opsommer,,Republican,https://www.quorum.us/bill/1322349/,http://www.legislature.mi.gov/documents/2011-2012/billintroduced/House/htm/2011-HIB-4777.htm,1354,,,
Michigan,House,2011-2012 Regular Session,House Bill,4801,H.B. 4801 (2011-2012 Regular Session): State; Boundaries; Accurate Boundaries of the State; Establish in Statute. Amends Title & Secs. 1 & 2 of 1945 Pa 78 (Mcl 2.1 & 2.2),Referred to Committee,6/23/2011,6/24/2011,MI Rep. Phil Potvin (R-MI102),"Jon Switalski, MI Rep. Mike Callton (R-MI87), MI Rep. Paul Muxlow (R-MI83), MI Rep. Nancy Jenkins (R-MI57), MI Rep. Ken Yonker (R-MI72), Mark Meadows, Joe Haveman, MI Rep. Jon Bumstead (R-MI100), MI Rep. Ken Goike (R-MI33), MI Rep. Fred Durhal (D-MI5), MI Rep. Al Pscholka (R-MI79), Tim Melton, Steven Lindberg, Judson Gilbert, MI Rep. Jim Townsend (D-MI26), Phil Cavanagh, James Womack, Kevin Daley, MI Rep. David Rutledge (D-MI54), MI Rep. Rick Outman (R-MI70)",Republican,https://www.quorum.us/bill/1627977/,http://www.legislature.mi.gov/documents/2011-2012/billintroduced/House/htm/2011-HIB-4801.htm,782,,,
Michigan,House,2011-2012 Regular Session,House Bill,4802,H.B. 4802 (2011-2012 Regular Session): Retirement; Fire and Police; Pension Payable to Retired City Fire and Police Personnel; Limit as a Percent of Base Pay. Amends 1909 Pa 279 (Mcl 117.1 - 117.38) by Adding Sec. 4p,Referred to Committee,6/23/2011,6/24/2011,MI Rep. Erika Geiss (D-MI12),,Democrat,https://www.quorum.us/bill/1627984/,http://www.legislature.mi.gov/documents/2011-2012/billintroduced/House/htm/2011-HIB-4802.htm,229,,,
Michigan,House,2011-2012 Regular Session,House Bill,4805,H.B. 4805 (2011-2012 Regular Session): Insurance; Health Care Corporations; Prescription Coverage; Expand to Include Certain Contraceptives. Amends 1980 Pa 350 (Mcl 550.1101 - 550.1704) by Adding Sec. 416e,Referred to Committee,6/23/2011,6/24/2011,Kate Segal,"Harold Haugh, MI Rep. Charles Smiley (D-MI50), MI Rep. Jeff Irwin (D-MI53), Rudy Hobbs, Richard Hammel, Barb Byrum, Sean McCann, MI Rep. David Rutledge (D-MI54), MI Rep. Marcia Hovey-Wright (D-MI92), MI Rep. Jim Townsend (D-MI26), Maureen Stapleton, Joan Bauer, Vicki Barnett, Mark Meadows, Lesia Liss, Bob Constan, Lisa Brown, Dian Slavens, Ellen Lipton, Steven Lindberg, Tim Melton",Democrat,https://www.quorum.us/bill/1627988/,http://www.legislature.mi.gov/documents/2011-2012/billintroduced/House/htm/2011-HIB-4805.htm,112,,,
Michigan,House,2011-2012 Regular Session,House Bill,4806,H.B. 4806 (2011-2012 Regular Session): Insurance; Health; Prescription Coverage; Expand to Include Certain Contraceptives. Amends 1956 Pa 218 (Mcl 500.100 - 500.8302) by Adding Sec. 3406s,Referred to Committee,6/23/2011,6/24/2011,MI Rep. Marcia Hovey-Wright (D-MI92),"Maureen Stapleton, Kate Segal, Vicki Barnett, Joan Bauer, MI Rep. David Rutledge (D-MI54), Sean McCann, Barb Byrum, Richard Hammel, MI Rep. Charles Smiley (D-MI50), Harold Haugh, MI Rep. Jeff Irwin (D-MI53), Rudy Hobbs, Tim Melton, MI Leader Jim Ananich (D-MI27), MI Rep. Alberta Talabi (D-MI2), Lisa Brown, Ellen Lipton, Dian Slavens, Mark Meadows, Lesia Liss",Democrat,https://www.quorum.us/bill/1627993/,http://www.legislature.mi.gov/documents/2011-2012/billintroduced/House/htm/2011-HIB-4806.htm,133,,,
Michigan,House,2011-2012 Regular Session,House Bill,4807,"H.B. 4807 (2011-2012 Regular Session): Education; Curricula; Age Appropriate, Medically Accurate, and Objective Sexuality Education; Provide For. Amends Secs. 1169, 1507 & 1507b of 1976 Pa 451 (Mcl 380.1169 Et Seq.)",Referred to Committee,6/23/2011,6/24/2011,MI Rep. Jeff Irwin (D-MI53),"MI Rep. David Rutledge (D-MI54), MI Rep. Marcia Hovey-Wright (D-MI92), Joan Bauer, Kate Segal, Vicki Barnett, Maureen Stapleton, MI Rep. George Darany (D-MI15), MI Rep. Jim Townsend (D-MI26), Rudy Hobbs, Harold Haugh, MI Rep. Charles Smiley (D-MI50), Barb Byrum, Sean McCann, Richard Hammel, Steven Lindberg, MI Rep. Alberta Talabi (D-MI2), MI Leader Jim Ananich (D-MI27), Former MI Rep. Brandon Dillon (D-MI75), Tim Melton, Lesia Liss, Mark Meadows, Dian Slavens, Ellen Lipton, Lisa Brown",Democrat,https://www.quorum.us/bill/1627997/,http://www.legislature.mi.gov/documents/2011-2012/billintroduced/House/htm/2011-HIB-4807.htm,2037,,,
Michigan,House,2011-2012 Regular Session,House Bill,4808,H.B. 4808 (2011-2012 Regular Session): Occupations; Pharmacists; Requirement for a Pharmacist to Fill Prescriptions Without Bias; Provide For. Amends 1978 Pa 368 (Mcl 333.1101 - 333.25211) by Adding Sec. 17744,Referred to Committee,6/23/2011,6/24/2011,Lisa Brown,"Tim Melton, Steven Lindberg, MI Rep. Alberta Talabi (D-MI2), MI Leader Jim Ananich (D-MI27), Dian Slavens, Ellen Lipton, Mark Meadows, Lesia Liss, Joan Bauer, Kate Segal, Vicki Barnett, MI Rep. Jim Townsend (D-MI26), MI Rep. George Darany (D-MI15), Maureen Stapleton, MI Rep. David Rutledge (D-MI54), MI Rep. Marcia Hovey-Wright (D-MI92), Sean McCann, Barb Byrum, Richard Hammel, MI Rep. Jeff Irwin (D-MI53), Rudy Hobbs, Harold Haugh, MI Rep. Charles Smiley (D-MI50)",Democrat,https://www.quorum.us/bill/1628005/,http://www.legislature.mi.gov/documents/2011-2012/billintroduced/House/htm/2011-HIB-4808.htm,546,,,
Michigan,House,2011-2012 Regular Session,House Bill,4809,H.B. 4809 (2011-2012 Regular Session): Health; Other; Emergency Contraceptive Education Act; Create. Amends 1978 Pa 368 (Mcl 333.1101 - 333.25211) by Adding Pt. 98,Referred to Committee,6/23/2011,6/24/2011,MI Sen. Wayne Schmidt (R-MI37),"MI Rep. Alberta Talabi (D-MI2), Tim Melton, Former MI Rep. Brandon Dillon (D-MI75), Mark Meadows, Lesia Liss, Lisa Brown, Ellen Lipton, Dian Slavens, MI Rep. Marcia Hovey-Wright (D-MI92), MI Rep. David Rutledge (D-MI54), MI Rep. George Darany (D-MI15), MI Rep. Jim Townsend (D-MI26), Maureen Stapleton, Kate Segal, Vicki Barnett, Joan Bauer, MI Rep. Charles Smiley (D-MI50), MI Rep. Jeff Irwin (D-MI53), Rudy Hobbs, Barb Byrum, Sean McCann, Richard Hammel",Republican,https://www.quorum.us/bill/1628013/,http://www.legislature.mi.gov/documents/2011-2012/billintroduced/House/htm/2011-HIB-4809.htm,758,,,
Michigan,House,2011-2012 Regular Session,House Bill,4810,H.B. 4810 (2011-2012 Regular Session): Insurance; Health; Pap Smears; Require to Be Covered in Certain Cases. Amends 1956 Pa 218 (Mcl 500.100 - 500.8302) by Adding Sec. 3406s,Referred to Committee,6/23/2011,6/24/2011,Vicki Barnett,"Maureen Stapleton, MI Rep. George Darany (D-MI15), MI Rep. Jim Townsend (D-MI26), Joan Bauer, Kate Segal, MI Rep. David Rutledge (D-MI54), MI Rep. Marcia Hovey-Wright (D-MI92), Richard Hammel, Barb Byrum, Sean McCann, Harold Haugh, MI Rep. Charles Smiley (D-MI50), Rudy Hobbs, MI Rep. Jeff Irwin (D-MI53), Former MI Rep. Brandon Dillon (D-MI75), Tim Melton, MI Leader Jim Ananich (D-MI27), Steven Lindberg, Lisa Brown, Dian Slavens, Ellen Lipton, Lesia Liss, Mark Meadows",Democrat,https://www.quorum.us/bill/1628020/,http://www.legislature.mi.gov/documents/2011-2012/billintroduced/House/htm/2011-HIB-4810.htm,119,,,
Michigan,House,2011-2012 Regular Session,House Bill,4811,H.B. 4811 (2011-2012 Regular Session): Insurance; Health Care Corporations; Pap Smears; Require to Be Covered in Certain Cases. Amends 1980 Pa 350 (Mcl 550.1101 - 550.1704) by Adding Sec. 416e,Referred to Committee,6/23/2011,6/24/2011,Lesia Liss,"MI Rep. Alberta Talabi (D-MI2), Steven Lindberg, Former MI Rep. Brandon Dillon (D-MI75), Mark Meadows, Lisa Brown, Ellen Lipton, Dian Slavens, MI Rep. Marcia Hovey-Wright (D-MI92), MI Rep. David Rutledge (D-MI54), Maureen Stapleton, MI Rep. George Darany (D-MI15), Kate Segal, Vicki Barnett, Joan Bauer, MI Rep. Charles Smiley (D-MI50), Harold Haugh, Rudy Hobbs, MI Rep. Jeff Irwin (D-MI53), Barb Byrum, Sean McCann, Richard Hammel",Democrat,https://www.quorum.us/bill/1628029/,http://www.legislature.mi.gov/documents/2011-2012/billintroduced/House/htm/2011-HIB-4811.htm,98,,,
Michigan,House,2011-2012 Regular Session,House Bill,4812,H.B. 4812 (2011-2012 Regular Session): Insurance; Health Care Corporations; Coverage for Infertility Treatment; Require if Pregnancy-Related Benefits Are Provided. Amends 1980 Pa 350 (Mcl 550.1101 - 550.1704) by Adding Sec. 416e,Referred to Committee,6/23/2011,6/24/2011,Ellen Lipton,"MI Leader Jim Ananich (D-MI27), MI Rep. Alberta Talabi (D-MI2), Steven Lindberg, Mark Meadows, Lesia Liss, Lisa Brown, Dian Slavens, MI Rep. Marcia Hovey-Wright (D-MI92), MI Rep. David Rutledge (D-MI54), MI Rep. Jim Townsend (D-MI26), Maureen Stapleton, Kate Segal, Vicki Barnett, Joan Bauer, MI Rep. Charles Smiley (D-MI50), MI Rep. Jeff Irwin (D-MI53), Rudy Hobbs, Barb Byrum, Sean McCann, Richard Hammel",Democrat,https://www.quorum.us/bill/1628036/,http://www.legislature.mi.gov/documents/2011-2012/billintroduced/House/htm/2011-HIB-4812.htm,95,,,
Michigan,House,2011-2012 Regular Session,House Bill,4813,H.B. 4813 (2011-2012 Regular Session): Insurance; Health; Coverage for Infertility Treatment; Require if Pregnancy-Related Benefits Are Provided. Amends 1956 Pa 218 (Mcl 500.100 - 500.8302) by Adding Sec. 3406s,Referred to Committee,6/23/2011,6/24/2011,Sean McCann,"MI Rep. Charles Smiley (D-MI50), Harold Haugh, MI Rep. Jeff Irwin (D-MI53), Rudy Hobbs, Richard Hammel, Barb Byrum, MI Rep. Marcia Hovey-Wright (D-MI92), MI Rep. David Rutledge (D-MI54), MI Rep. Jim Townsend (D-MI26), Maureen Stapleton, Vicki Barnett, Kate Segal, Joan Bauer, Mark Meadows, Lesia Liss, Lisa Brown, Ellen Lipton, Dian Slavens, MI Leader Jim Ananich (D-MI27), MI Rep. Alberta Talabi (D-MI2), Steven Lindberg, Tim Melton",Democrat,https://www.quorum.us/bill/1628043/,http://www.legislature.mi.gov/documents/2011-2012/billintroduced/House/htm/2011-HIB-4813.htm,116,,,
Michigan,House,2011-2012 Regular Session,House Bill,4814,H.B. 4814 (2011-2012 Regular Session): Health; Other; Crisis Pregnancy Organizations; Require to Provide Certain Information to Pregnant Women. Creates New Act,Referred to Committee,6/23/2011,6/24/2011,Mark Meadows,"Rudy Hobbs, MI Rep. Jeff Irwin (D-MI53), Harold Haugh, MI Rep. Charles Smiley (D-MI50), Richard Hammel, Sean McCann, MI Rep. David Rutledge (D-MI54), MI Rep. Marcia Hovey-Wright (D-MI92), Joan Bauer, Vicki Barnett, Kate Segal, MI Rep. Jim Townsend (D-MI26), Lesia Liss, Dian Slavens, Ellen Lipton, Lisa Brown, Steven Lindberg, MI Rep. Alberta Talabi (D-MI2), MI Leader Jim Ananich (D-MI27)",Democrat,https://www.quorum.us/bill/1628047/,http://www.legislature.mi.gov/documents/2011-2012/billintroduced/House/htm/2011-HIB-4814.htm,271,,,
Michigan,House,2011-2012 Regular Session,House Bill,4816,H.B. 4816 (2011-2012 Regular Session): Traffic Control; Other; Driver Responsibility Fees; Eliminate. Amends Sec. 732a of 1949 Pa 300 (Mcl 257.732a),Referred to Committee,6/23/2011,6/24/2011,Former MI Rep. Brandon Dillon (D-MI75),"MI Rep. Ken Yonker (R-MI72), Mark Meadows, Joe Haveman, Rashida Tlaib, David Agema, Jon Switalski, MI Rep. Alberta Talabi (D-MI2), David Nathan, Thomas Stallworth, Steven Lindberg, MI Rep. Ken Goike (R-MI33), Timothy Bledsoe, MI Rep. Fred Durhal (D-MI5), Woodrow Stanley, Harold Haugh, MI Rep. Charles Smiley (D-MI50), MI Rep. Jeff Irwin (D-MI53), MI Rep. Charles Brunner (D-MI96), MI Sen. Wayne Schmidt (R-MI37), Maureen Stapleton, MI Rep. George Darany (D-MI15), Lisa Howze",Democrat,https://www.quorum.us/bill/1628052/,http://www.legislature.mi.gov/documents/2011-2012/billintroduced/House/htm/2011-HIB-4816.htm,1193,,,
Michigan,House,2011-2012 Regular Session,House Bill,4419,H.B. 4419 (2011-2012 Regular Session): Public Employees and Officers; Ethics; Incompatible Offices; Provide Exception for Township Supervisor and County Board of Public Works. Amends Sec. 3 of 1978 Pa 566 (Mcl 15.183).  Tie Bar With: Hb 4418'11,Referred to Committee after Passing First Chamber,6/23/2011,4/7/2011,MI Sen. Wayne Schmidt (R-MI37),,Republican,https://www.quorum.us/bill/1628101/,http://www.legislature.mi.gov/documents/2011-2012/billintroduced/House/htm/2011-HIB-4419.htm,1070,,,
Michigan,House,2011-2012 Regular Session,House Simple Resolution,100,"H.R. 100 (2011-2012 Regular Session): To Memorialize Congress and the u.s. Department of Agriculture to Increase the Flexibility of States to Administer the Supplemental Nutrition Assistance Program.
",Agreed To (Simple Resolution),6/23/2011,6/10/2011,MI Speaker Kevin Cotter (R-MI99),"Sharon Tyler, MI Sen. Marty Knollenberg (R-MI13), MI Sen. Ken Horn (R-MI32), Matt Huuki, Richard LeBlanc",Republican,https://www.quorum.us/bill/1628109/,http://www.legislature.mi.gov/documents/2011-2012/resolutionintroduced/House/htm/2011-HIR-0100.htm,380,,,
Michigan,Senate,2011-2012 Regular Session,Senate Bill,518,"S.B. 518 (2011-2012 Regular Session): Higher Education; Education Programs; Education Programs for Counselors, Social Workers, and Psychologists; Prohibit Discrimination Against Students for Sincerely Held Religious Beliefs. Creates New Act",Referred to Committee,6/23/2011,6/24/2011,Tupac Hunter,Mark Jansen,Democrat,https://www.quorum.us/bill/1628117/,http://www.legislature.mi.gov/documents/2011-2012/billintroduced/Senate/htm/2011-SIB-0518.htm,248,,,
Michigan,Senate,2011-2012 Regular Session,Senate Bill,519,S.B. 519 (2011-2012 Regular Session): Income Tax; Deductions; Pension Tax; Eliminate Limitations and Restrictions. Amends Sec. 10 of 1967 Pa 281 (Mcl 206.30),Referred to Committee,6/23/2011,6/24/2011,MI Sen. Bert Johnson (D-MI2),"Glenn Anderson, Gretchen Whitmer, MI Sen. Virgil Smith (D-MI4), John Gleason, MI Sen. Vincent Gregory (D-MI11), MI Sen. Steven Bieda (D-MI9), MI Sen. Coleman Young (D-MI1), Tupac Hunter, MI Sen. Morris Hood (D-MI3), MI Sen. Hoon-Yung Hopgood (D-MI6), MI Sen. Rebekah Warren (D-MI18)",Democrat,https://www.quorum.us/bill/1628120/,http://www.legislature.mi.gov/documents/2011-2012/billintroduced/Senate/htm/2011-SIB-0519.htm,3697,,,
Michigan,Senate,2011-2012 Regular Session,Senate Bill,520,S.B. 520 (2011-2012 Regular Session): Income Tax; Deductions; Limitation and Restrictions on Pension Income and Social Security Benefits; Modify. Amends Sec. 30 of 1967 Pa 281 (Mcl 206.30),Referred to Committee,6/23/2011,6/24/2011,MI Sen. Bert Johnson (D-MI2),"Glenn Anderson, Gretchen Whitmer, MI Sen. Virgil Smith (D-MI4), John Gleason, MI Sen. Vincent Gregory (D-MI11), MI Sen. Steven Bieda (D-MI9), MI Sen. Coleman Young (D-MI1), Tupac Hunter, MI Sen. Hoon-Yung Hopgood (D-MI6), MI Sen. Morris Hood (D-MI3), MI Sen. Rebekah Warren (D-MI18)",Democrat,https://www.quorum.us/bill/1628133/,http://www.legislature.mi.gov/documents/2011-2012/billintroduced/Senate/htm/2011-SIB-0520.htm,4073,,,
Michigan,Senate,2011-2012 Regular Session,Senate Bill,521,S.B. 521 (2011-2012 Regular Session): Legislature; Apportionment; Redistricting of Senate and House of Representatives; Provide For. Amends Secs. 5 & 6 of 2001 Pa 116 (Mcl 4.2005 & 4.2006); Adds Secs. 1a & 2a & Repeals Secs. 1 & 2 of 2001 Pa 116 (Mcl 4.2001 & 4.2002),Referred to Committee,6/23/2011,6/24/2011,Gretchen Whitmer,,Democrat,https://www.quorum.us/bill/1628142/,http://www.legislature.mi.gov/documents/2011-2012/billintroduced/Senate/htm/2011-SIB-0521.htm,20173,,,
Michigan,Senate,2011-2012 Regular Session,Senate Bill,523,S.B. 523 (2011-2012 Regular Session): Health; Abortion; Performance of an Abortion After Fetus Has Completed 19 Weeks of Gestation; Require Only in a Hospital That Has Neonatal Unit. Amends Sec. 17515 of 1978 Pa 368 (Mcl 333.17515) & Adds Sec. 17015a,Referred to Committee,6/23/2011,6/24/2011,MI Sen. Patrick Colbeck (R-MI7),"MI Sen. Mike Nofs (R-MI19), Tupac Hunter, John Pappageorge, MI Sen. Darwin Booher (R-MI35), Howard Walker, MI Sen. Judy Emmons (R-MI33), MI Sen. Rick Jones (R-MI24), MI Sen. Mike Green (R-MI31), John Moolenaar, MI Sen. Tonya Schuitmaker (R-MI26), MI Sen. Jim Marleau (R-MI12), MI Sen. David Robertson (R-MI14), MI Sen. Tom Casperson (R-MI38), Bruce Caswell, MI Sen. Goeff Hansen (R-MI34), MI Sen. Tory Rocca (R-MI10), MI Sen. John Proos (R-MI21), MI Sen. Phil Pavlov (R-MI25), Mark Jansen, MI Sen. Jack Brandenburg (R-MI8), MI Sen. Dave Hildenbrand (R-MI29)",Republican,https://www.quorum.us/bill/1628315/,http://www.legislature.mi.gov/documents/2011-2012/billintroduced/Senate/htm/2011-SIB-0523.htm,183,,,
Michigan,Senate,2011-2012 Regular Session,Senate Simple Resolution,65,"S.R. 65 (2011-2012 Regular Session): To Urge Michigan's Public Universities to Adopt Policies to Protect the Rights of Students in Counseling, Social Work, or Psychology Programs Who Are Faced With Situations That Conflict With Their Religious Beliefs.
",Referred to Committee,6/23/2011,6/24/2011,Tupac Hunter,"Mark Jansen, MI Sen. Goeff Hansen (R-MI34), MI Leader Arlan Meekhof (R-MI30), Bruce Caswell, John Pappageorge, MI Sen. Rick Jones (R-MI24), MI Sen. Steven Bieda (D-MI9)",Democrat,https://www.quorum.us/bill/1628328/,http://www.legislature.mi.gov/documents/2011-2012/resolutionintroduced/Senate/htm/2011-SIR-0065.htm,285,,,
